ZipCode,GeoID_Label,Households_Estimate,MHI_Estimate
14204,ZCTA5 14204,4125,25267
14206,ZCTA5 14206,8763,37200
14207,ZCTA5 14207,9507,26448
14208,ZCTA5 14208,4362,24414
14209,ZCTA5 14209,3836,33327
14210,ZCTA5 14210,6181,37384
14211,ZCTA5 14211,9068,25019
14212,ZCTA5 14212,4569,23362
14213,ZCTA5 14213,9087,31445
14214,ZCTA5 14214,7824,44310
14215,ZCTA5 14215,16585,35160
14216,ZCTA5 14216,10488,52724
14217,ZCTA5 14217,10752,52551
14218,ZCTA5 14218,7888,36530
14219,ZCTA5 14219,5300,51972
14220,ZCTA5 14220,9878,50856
14221,ZCTA5 14221,22869,80558
14222,ZCTA5 14222,6734,52868
14223,ZCTA5 14223,10091,60149
14224,ZCTA5 14224,17638,63809
14225,ZCTA5 14225,15299,47210
14226,ZCTA5 14226,12466,68810
14227,ZCTA5 14227,10597,52385
14228,ZCTA5 14228,9249,49704
14261,ZCTA5 14261,8,-
14301,ZCTA5 14301,5468,26019
14302,ZCTA5 14302,17,-
14303,ZCTA5 14303,2526,30574
14304,ZCTA5 14304,12824,50754
14305,ZCTA5 14305,6826,35647
14411,ZCTA5 14411,4981,44659
14414,ZCTA5 14414,2963,55775
14415,ZCTA5 14415,76,-
14416,ZCTA5 14416,1427,51827
14418,ZCTA5 14418,523,71458
14420,ZCTA5 14420,7127,56292
14422,ZCTA5 14422,964,62357
14423,ZCTA5 14423,1886,53028
14424,ZCTA5 14424,11911,58233
14425,ZCTA5 14425,4727,67819
14427,ZCTA5 14427,824,55068
14428,ZCTA5 14428,3114,71409
14432,ZCTA5 14432,2307,59006
14433,ZCTA5 14433,1473,55075
14435,ZCTA5 14435,1230,64313
14437,ZCTA5 14437,4129,43570
14441,ZCTA5 14441,148,55833
14445,ZCTA5 14445,3425,50551
14450,ZCTA5 14450,16982,81696
14454,ZCTA5 14454,3321,44916
14456,ZCTA5 14456,7768,45955
14462,ZCTA5 14462,204,59423
14464,ZCTA5 14464,2763,57652
14466,ZCTA5 14466,700,75900
14467,ZCTA5 14467,4026,68974
14468,ZCTA5 14468,6659,71009
14469,ZCTA5 14469,2520,65952
14470,ZCTA5 14470,3216,49881
14471,ZCTA5 14471,990,60478
14472,ZCTA5 14472,3178,85826
14475,ZCTA5 14475,108,66875
14476,ZCTA5 14476,878,53643
14477,ZCTA5 14477,642,62188
14478,ZCTA5 14478,244,86932
14479,ZCTA5 14479,94,56875
14480,ZCTA5 14480,360,39423
14481,ZCTA5 14481,817,54607
14482,ZCTA5 14482,3509,53083
14485,ZCTA5 14485,1646,56667
14486,ZCTA5 14486,158,62200
14487,ZCTA5 14487,2356,70250
14489,ZCTA5 14489,2731,49259
14502,ZCTA5 14502,4204,66887
14504,ZCTA5 14504,781,55598
14505,ZCTA5 14505,2004,65458
14506,ZCTA5 14506,529,129196
14507,ZCTA5 14507,498,60357
14510,ZCTA5 14510,1859,46825
14511,ZCTA5 14511,221,53044
14512,ZCTA5 14512,1949,55179
14513,ZCTA5 14513,5827,43037
14514,ZCTA5 14514,2623,62381
14516,ZCTA5 14516,938,58938
14517,ZCTA5 14517,1247,44243
14519,ZCTA5 14519,5002,61758
14521,ZCTA5 14521,954,48977
14522,ZCTA5 14522,3892,51913
14525,ZCTA5 14525,994,74074
14526,ZCTA5 14526,8268,82143
14527,ZCTA5 14527,4976,51159
14529,ZCTA5 14529,47,111302
14530,ZCTA5 14530,2162,52064
14532,ZCTA5 14532,1677,62271
14533,ZCTA5 14533,733,56042
14534,ZCTA5 14534,11997,111420
14536,ZCTA5 14536,251,42813
14537,ZCTA5 14537,55,32708
14539,ZCTA5 14539,59,54306
14541,ZCTA5 14541,941,61107
14542,ZCTA5 14542,20,-
14543,ZCTA5 14543,1254,82143
14544,ZCTA5 14544,750,51797
14545,ZCTA5 14545,63,70417
14546,ZCTA5 14546,1872,60000
14548,ZCTA5 14548,1573,61708
14549,ZCTA5 14549,23,-
14550,ZCTA5 14550,705,49408
14551,ZCTA5 14551,2012,47169
14555,ZCTA5 14555,544,40761
14559,ZCTA5 14559,6740,77167
14560,ZCTA5 14560,864,58000
14561,ZCTA5 14561,1126,65850
14564,ZCTA5 14564,5779,98560
14568,ZCTA5 14568,2115,79805
14569,ZCTA5 14569,2619,55994
14571,ZCTA5 14571,456,47632
14572,ZCTA5 14572,2151,49356
14580,ZCTA5 14580,20939,77159
14585,ZCTA5 14585,60,48750
14586,ZCTA5 14586,4143,82076
14588,ZCTA5 14588,64,-
14589,ZCTA5 14589,2978,54896
14590,ZCTA5 14590,2130,43827
14591,ZCTA5 14591,637,56932
14592,ZCTA5 14592,111,60625
14604,ZCTA5 14604,1442,16764
14605,ZCTA5 14605,4581,21047
14606,ZCTA5 14606,11342,41158
14607,ZCTA5 14607,9515,42589
14608,ZCTA5 14608,5142,20761
14609,ZCTA5 14609,17532,42012
14610,ZCTA5 14610,6908,62923
14611,ZCTA5 14611,6686,25772
14612,ZCTA5 14612,15008,59034
14613,ZCTA5 14613,4853,31169
14614,ZCTA5 14614,53,-
14615,ZCTA5 14615,7054,38135
14616,ZCTA5 14616,12149,47096
14617,ZCTA5 14617,9483,64589
14618,ZCTA5 14618,8440,93309
14619,ZCTA5 14619,5309,37383
14620,ZCTA5 14620,11232,41777
14621,ZCTA5 14621,12690,26104
14622,ZCTA5 14622,5536,50953
14623,ZCTA5 14623,8598,49972
14624,ZCTA5 14624,13979,64645
14625,ZCTA5 14625,4354,76642
14626,ZCTA5 14626,12853,58330
14627,ZCTA5 14627,0,-
14701,ZCTA5 14701,16728,37883
14706,ZCTA5 14706,2646,51941
14707,ZCTA5 14707,101,80417
14708,ZCTA5 14708,52,61250
14709,ZCTA5 14709,596,47115
14710,ZCTA5 14710,1340,54314
14711,ZCTA5 14711,746,46375
14712,ZCTA5 14712,1414,51667
14714,ZCTA5 14714,208,48409
14715,ZCTA5 14715,1133,39957
14716,ZCTA5 14716,852,39400
14717,ZCTA5 14717,235,36528
14718,ZCTA5 14718,887,56580
14719,ZCTA5 14719,1352,46146
14720,ZCTA5 14720,379,35250
14721,ZCTA5 14721,73,39063
14722,ZCTA5 14722,118,115673
14723,ZCTA5 14723,422,54038
14724,ZCTA5 14724,858,50417
14726,ZCTA5 14726,585,37569
14727,ZCTA5 14727,2174,49430
14728,ZCTA5 14728,423,42404
14729,ZCTA5 14729,419,61971
14731,ZCTA5 14731,589,56696
14732,ZCTA5 14732,46,58750
14733,ZCTA5 14733,1575,42117
14735,ZCTA5 14735,1180,37844
14736,ZCTA5 14736,106,46111
14737,ZCTA5 14737,1752,47321
14738,ZCTA5 14738,1499,45160
14739,ZCTA5 14739,1195,40288
14740,ZCTA5 14740,496,53966
14741,ZCTA5 14741,829,56012
14742,ZCTA5 14742,85,-
14743,ZCTA5 14743,759,46691
14744,ZCTA5 14744,455,52188
14747,ZCTA5 14747,921,45150
14748,ZCTA5 14748,277,26563
14750,ZCTA5 14750,2058,53519
14752,ZCTA5 14752,144,-
14753,ZCTA5 14753,491,34191
14754,ZCTA5 14754,277,46550
14755,ZCTA5 14755,1237,47682
14756,ZCTA5 14756,48,39211
14757,ZCTA5 14757,1306,51389
14760,ZCTA5 14760,8068,43065
14767,ZCTA5 14767,674,45000
14769,ZCTA5 14769,408,45682
14770,ZCTA5 14770,1093,59276
14772,ZCTA5 14772,1481,41494
14774,ZCTA5 14774,31,60417
14775,ZCTA5 14775,1019,45104
14777,ZCTA5 14777,254,44091
14778,ZCTA5 14778,0,-
14779,ZCTA5 14779,2726,33059
14781,ZCTA5 14781,785,44491
14782,ZCTA5 14782,918,44674
14783,ZCTA5 14783,143,31458
14784,ZCTA5 14784,280,44375
14787,ZCTA5 14787,2057,46964
14788,ZCTA5 14788,91,-
14801,ZCTA5 14801,2105,49561
14802,ZCTA5 14802,345,35125
14803,ZCTA5 14803,444,45000
14804,ZCTA5 14804,536,58864
14805,ZCTA5 14805,417,56563
14806,ZCTA5 14806,858,53403
14807,ZCTA5 14807,1234,53430
14808,ZCTA5 14808,200,55781
14809,ZCTA5 14809,968,46111
14810,ZCTA5 14810,5048,41061
14812,ZCTA5 14812,1174,52303
14813,ZCTA5 14813,1056,46339
14814,ZCTA5 14814,644,77330
14815,ZCTA5 14815,386,49167
14816,ZCTA5 14816,144,61528
14817,ZCTA5 14817,842,46901
14818,ZCTA5 14818,971,59972
14819,ZCTA5 14819,257,30875
14820,ZCTA5 14820,313,49063
14821,ZCTA5 14821,1284,51466
14822,ZCTA5 14822,481,44110
14823,ZCTA5 14823,1476,51406
14824,ZCTA5 14824,241,41920
14825,ZCTA5 14825,331,67344
14826,ZCTA5 14826,805,44375
14827,ZCTA5 14827,97,62716
14830,ZCTA5 14830,8619,54079
14836,ZCTA5 14836,331,74125
14837,ZCTA5 14837,2170,49615
14838,ZCTA5 14838,821,57578
14839,ZCTA5 14839,274,49583
14840,ZCTA5 14840,1378,53036
14841,ZCTA5 14841,276,45152
14842,ZCTA5 14842,330,39483
14843,ZCTA5 14843,5324,44792
14845,ZCTA5 14845,8777,62041
14846,ZCTA5 14846,355,48958
14847,ZCTA5 14847,1012,46429
14850,ZCTA5 14850,24673,51564
14853,ZCTA5 14853,0,-
14854,ZCTA5 14854,21,-
14855,ZCTA5 14855,305,49779
14856,ZCTA5 14856,90,-
14858,ZCTA5 14858,567,47875
14859,ZCTA5 14859,321,56750
14860,ZCTA5 14860,537,48558
14861,ZCTA5 14861,590,44808
14864,ZCTA5 14864,529,54792
14865,ZCTA5 14865,1123,41542
14867,ZCTA5 14867,2366,61791
14869,ZCTA5 14869,490,52414
14870,ZCTA5 14870,4251,61846
14871,ZCTA5 14871,1906,65700
14872,ZCTA5 14872,291,57188
14873,ZCTA5 14873,998,50183
14874,ZCTA5 14874,139,48438
14877,ZCTA5 14877,170,53333
14878,ZCTA5 14878,242,65313
14879,ZCTA5 14879,896,54063
14880,ZCTA5 14880,609,51250
14881,ZCTA5 14881,113,115495
14882,ZCTA5 14882,1693,67940
14883,ZCTA5 14883,1800,44659
14884,ZCTA5 14884,116,55000
14885,ZCTA5 14885,266,56071
14886,ZCTA5 14886,3061,65750
14889,ZCTA5 14889,644,51932
14891,ZCTA5 14891,1783,46406
14892,ZCTA5 14892,3264,41010
14893,ZCTA5 14893,3,-
14894,ZCTA5 14894,514,44821
14895,ZCTA5 14895,4239,43888
14897,ZCTA5 14897,329,46016
14898,ZCTA5 14898,640,41439
14901,ZCTA5 14901,5363,29072
14903,ZCTA5 14903,3133,57670
14904,ZCTA5 14904,6439,42494
14905,ZCTA5 14905,3871,53030
